id,model,fuel_percent,online,ignition,speed_mode,speed,signal_level,satellites,voltage,firmware_version,sim_operator,qr,status_group,alarms,updated,address,latitude,longitude,geozone,idle_time,calibration,company,imei_id,imei,iccid,color,roller,modification,created_at,hidden,summon_mode
161,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,4 км/ч,🟡 32,🟢 6 sat,"65,440 V",SCO-5.08,SIM,QR 161,на линии,Yes,🔴 >10 min,,58.006920,55.674203,Пермь | Усть-Качка,3 месяца,42-53V,Пермь [ИП Прохорова] [+],1010040815022837,,897010287687522300,Малиновый,Мягкий,,2024-09-06 23:40:24,❌ No,No
162,Экоскат Кашалот,0 %,Нет,Нет,1️⃣,0 км/ч,🔴 5,🔴 0 sat,0 V,SCO-5.08,SIM,QR 162,на линии,Yes,🔴 >10 min,,58.006290,55.674910,Пермь | Усть-Качка,3 месяца,42-53V,Пермь [ИП Прохорова] [+],"1,01004E+15",,897010287687522177,Малиновый,Мягкий,,2024-09-06 23:40:24,❌ No,No
164,Экоскат Кашалот,95 %,Нет,Нет,1️⃣,0 км/ч,🟢 56,🟢 6 sat,"52,416 V",,SIM,QR 164,на линии,Yes,🔴 >10 min,,58.257538,56.389493,,1 год,42-53V,Пермь [ИП Прохорова] [+],"1,01004E+15",,897010287687522276,Малиновый,Мягкий,,2024-09-06 23:40:24,❌ No,No
172,Экоскат Кашалот,67 %,Нет,Нет,2️⃣,0 км/ч,🟡 20,🔴 0 sat,"50,208 V",SCO-5.08,SIM,QR 172,на линии,Yes,🔴 >10 min,,58.006458,55.674718,Пермь | Усть-Качка,3 месяца,42-53V,Пермь [ИП Прохорова] [+],"1,01004E+15",,897010287687522318,Оранжевый,Средний,,2024-09-06 23:40:24,❌ No,No
173,Экоскат Кашалот,0 %,Нет,Нет,1️⃣,0 км/ч,🟡 36,🔴 0 sat,0 V,SCO-5.08,SIM,QR 173,на линии,Yes,🔴 >10 min,,0,0,,3 месяца,42-53V,Пермь [ИП Прохорова] [+],1010040815022229,,897010287687522201,Синий,Мягкий,,2024-09-06 23:40:24,❌ No,No
175,Экоскат Кашалот,88 %,Нет,Нет,1️⃣,4 км/ч,🔴 4,🟢 5 sat,"52,032 V",SCO-5.08,SIM,QR 175,на линии,Yes,🔴 >10 min,,58.006648,55.675197,Пермь | Усть-Качка,3 месяца,42-53V,Пермь [ИП Прохорова] [+],1010040815022231,,897010287687522235,Оранжевый,Средний,,2024-09-06 23:40:24,❌ No,No
61,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,2 км/ч,🟡 40,🟢 5 sat,"65,344 V",SCO-5.21,SIM,QR 61,-,No,🔴 >10 min,,56.214392,40.399198,,7 месяцев,42-53V,Суздаль [ИП Облетова] [+],1010040815022892,,8970199241232873742,,,,2024-09-06 23:40:24,❌ No,No
78,Экоскат Кашалот,63 %,Да,Нет,1️⃣,0 км/ч,🔴 4,🟢 22 sat,"49,488 V",SCO-5.21,SIM,QR 78,на линии,Yes,🟢 <5 min,,56.438952,40.430194,Суздаль | Горячие ключи,1 час,42-53V,Суздаль [ИП Облетова] [+],1010040815022828,,8970199240120336036,Малиновый,Жесткий,Обычный,2024-09-06 23:40:24,❌ No,No
157,Экоскат Кашалот,0 %,Нет,Нет,1️⃣,0 км/ч,🟡 28,🟢 9 sat,0 V,SCO-5.21,SIM,QR 157,ремонт,Yes,🔴 >10 min,,56.437948,40.431563,,1 неделя,42-53V,Суздаль [ИП Облетова] [+],1010040815022302,,89701018293050171618,,,,2024-09-06 23:40:24,❌ No,No
335,Экоскат Кашалот,60 %,Да,Нет,2️⃣,0 км/ч,🔴 16,🟢 24 sat,"49,200 V",SCO-5.21,SIM,QR 335,на линии,Yes,🟢 <5 min,,56.437893,40.430875,,4 часа,42-53V,Суздаль [ИП Облетова] [+],1010040815022897,,8970199240120337174,,,Бройлер,2024-09-06 23:40:24,❌ No,No
520,Экоскат Кашалот,98 %,Да,Нет,1️⃣,0 км/ч,🟡 24,🟢 16 sat,"52,962 V",SCO-5.30,SIM,QR 520,на линии,Yes,🟢 <5 min,,56.439708,40.431013,,29 минут,42-53V,Суздаль [ИП Облетова] [+],1010040815022333,,8970199240120337463,Синий,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
1191,Экоскат Кашалот,100 %,Нет,Нет,3️⃣,0 км/ч,🟢 71,🟢 26 sat,"53,381 V",SCO2-1.72,SIM,QR 1191,на линии,Yes,🔴 >10 min,,56.437926,40.430856,Суздаль | Горячие ключи,3 месяца,42-53V,Суздаль [ИП Облетова] [+],1010040815024191,,8970199191018645998,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1950,Экоскат Кашалот,99 %,Нет,Нет,2️⃣,0 км/ч,🟢 61,🟢 23 sat,"53,121 V",SCO2-1.72,SIM,QR 1950,на линии,No,🔴 >10 min,,56.437931,40.430693,,4 часа,42-53V,Суздаль [ИП Облетова] [+],"1,01004E+15",,8970199231003876941,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
77,Экоскат Кашалот,23 %,Нет,Нет,1️⃣,0 км/ч,🔴 8,🟢 14 sat,"44,256 V",SCO-5.08,SIM,QR 77,-,No,🔴 >10 min,,61.340263,73.295772,,2 месяца,42-53V,Сургут [ИП Глушкова Агент АО КШ],1010040815022039,,897010223894093744,Оранжевый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
120,Экоскат Кашалот,78 %,Нет,Да,2️⃣,0 км/ч,🔴 16,🟢 8 sat,"51,456 V",SCO-5.08,SIM,QR 120,-,No,🔴 >10 min,,61.340203,73.295658,,4 месяца,42-53V,Сургут [ИП Глушкова Агент АО КШ],1010040815021961,,897010223894093579,Оранжевый,Мягкий,Бройлер,2024-09-06 23:40:24,❌ No,No
158,Экоскат Кашалот,100 %,Нет,Да,1️⃣,0 км/ч,🟡 20,🟢 7 sat,"52,464 V",SCO-5.08,SIM,QR 158,-,No,🔴 >10 min,,61.340147,73.295480,,5 месяцев,40-52V,Сургут [ИП Глушкова Агент АО КШ],1010040815022271,,897010223894093769,,Средний,Обычный,2024-09-06 23:40:24,❌ No,No
181,Экоскат Кашалот,100 %,Нет,Да,1️⃣,0 км/ч,🟡 28,🟢 7 sat,"53,280 V",SCO-5.08,SIM,QR 181,-,No,🔴 >10 min,,61.340102,73.295608,,4 месяца,42-53V,Сургут [ИП Глушкова Агент АО КШ],"1,01004E+15",,897010223894093868,Фиолетовый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
212,Экоскат Кашалот,0 %,Нет,Да,1️⃣,0 км/ч,🔴 8,🟢 13 sat,0 V,SCO-5.08,SIM,QR 212,-,No,🔴 >10 min,,61.340149,73.295566,,4 месяца,42-53V,Сургут [ИП Глушкова Агент АО КШ],1010040815022805,,897010223894093884,Фиолетовый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
218,Экоскат Кашалот,37 %,Нет,Да,2️⃣,0 км/ч,🔴 8,🟢 15 sat,"44,544 V",SCO-5.08,SIM,QR 218,-,No,🔴 >10 min,,61.340137,73.295590,,2 месяца,40-52V,Сургут [ИП Глушкова Агент АО КШ],1010040815022235,,897010223894093736,,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
220,Экоскат Кашалот,22 %,Нет,Да,1️⃣,0 км/ч,🔴 12,🟢 16 sat,"44,064 V",SCO-5.08,SIM,QR 220,-,No,🔴 >10 min,,61.340117,73.295668,,4 месяца,42-53V,Сургут [ИП Глушкова Агент АО КШ],1010040815021813,,897010223894093850,Оранжевый,Средний,Бройлер,2024-09-06 23:40:24,❌ No,No
226,Экоскат Кашалот,0 %,Нет,Да,2️⃣,0 км/ч,🟢 60,🟢 18 sat,0 V,SCO-5.08,SIM,QR 226,-,No,🔴 >10 min,,61.260037,73.229547,,6 месяцев,42-53V,Сургут [ИП Глушкова Агент АО КШ],1010040815021933,,897010223894093892,Оранжевый,Мягкий,Бройлер,2024-09-06 23:40:24,❌ No,No
242,Экоскат Кашалот,100 %,Нет,Да,1️⃣,8 км/ч,🔴 12,🟢 6 sat,"54,144 V",SCO-5.08,SIM,QR 242,-,No,🔴 >10 min,,61.339998,73.295438,,4 месяца,42-53V,Сургут [ИП Глушкова Агент АО КШ],1010040815022011,,897010223894093751,Малиновый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
7,Экоскат Кашалот,95 %,Нет,Нет,0️⃣,15 км/ч,🔴,🔴 0 sat,"52,745 V",SCO2-1.57,SIM,QR 7,"на линии, тест",No,🔴 >10 min,,0,0,,7 месяцев,42-53V,Чистилище [-],1010040815024048,,897010287662380039,Бирюзовый,,,2024-09-06 23:40:24,❌ No,No
701,Экоскат Кашалот,74 %,Нет,Нет,1️⃣,км/ч,🔴 12,🔴 0 sat,"50,976 V",SCO-5.28,SIM,QR 701,на линии,No,🔴 >10 min,,0,0,,1 год,42-53V,Чистилище [-],0,,897010287687521583,,,,2024-09-06 23:40:24,❌ No,No
1007,Экоскат Кашалот,83 %,Нет,Да,2️⃣,1 км/ч,🟡 29,🔴 0 sat,"51,747 V",SCO2-1.40,Wi-Fi,QR 1007,-,No,🔴 >10 min,,0,0,,9 месяцев,42-53V,Чистилище [-],0,,8970199231003705025,,,,2025-09-23 13:11:53,❌ No,No
1179,Экоскат Кашалот,100 %,Нет,Нет,0️⃣,5 км/ч,🟢 71,🔴 0 sat,"53,285 V",SCO2-1.72,SIM,QR 1179,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815024179,,8970199191018645873,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1188,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,8 км/ч,🟢 58,🔴 0 sat,339 V,SCO2-1.63,SIM,QR 1188,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815024188,,8970199191018641492,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1311,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,51 км/ч,🟢 58,🔴 0 sat,-48 V,SCO2-1.63,SIM,QR 1311,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815025011,,897010287771903986,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1323,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,20 км/ч,🟢 61,🔴 0 sat,-49 V,SCO2-1.63,SIM,QR 1323,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815025023,,897010287771904596,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1329,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,98 км/ч,🟢 61,🔴 0 sat,874 V,SCO2-1.63,Wi-Fi,QR 1329,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815025029,,897010287771909041,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1336,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,50 км/ч,🟡 48,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1336,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815025036,,897010287771909033,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1355,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,3 км/ч,🟢 58,🔴 0 sat,195 V,SCO2-1.63,SIM,QR 1355,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815025055,,897010287771907219,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1390,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,50 км/ч,🟢 84,🔴 0 sat,243 V,SCO2-1.63,SIM,QR 1390,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],"1,01004E+15",,897010287771907284,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1578,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,8 км/ч,🟡 48,🔴 0 sat,532 V,SCO2-1.63,SIM,QR 1578,-,No,🔴 >10 min,,55.799660,38.985501,,3 месяца,42-53V,Чистилище [-],1010040815024578,,897010287662382779,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1631,Экоскат Кашалот,99 %,Нет,Нет,0️⃣,8 км/ч,🟡 45,🔴 0 sat,"4,155 V",SCO2-1.72,SIM,QR 1631,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815024631,,897010287771905023,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1655,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,"293,969 км/ч",🟢 58,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1655,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815024655,,897010287771903903,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1670,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,53 км/ч,🟢 74,🔴 0 sat,0 V,SCO2-1.72,Wi-Fi,QR 1670,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],"1,01004E+15",,897010287771906484,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1674,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,"4,001,497 км/ч",🟢 84,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1674,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Чистилище [-],1010040815024674,,897010287771906468,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
11,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,2 км/ч,🟡 36,🟢 4 sat,"49,296 V",SCO-5.08,SIM,QR 11,-,No,🔴 >10 min,,59.221522,39.902788,,3 месяца,0-100 (100%),Вологда [ИП Абрамов] [+],1010040815021972,,8970199220443583431,Оранжевый,Средний,,2024-09-17 11:12:08,❌ No,No
23,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,0 км/ч,🟡 36,🔴 0 sat,0 V,SCO-5.08,SIM,QR 23,-,No,🔴 >10 min,,59.115322,40.348537,,5 месяцев,0-100 (100%),Вологда [ИП Абрамов] [+],"1,01004E+15",,8970199220443583530,Оранжевый,Мягкий,,2024-09-06 23:40:24,❌ No,No
26,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,5 км/ч,🟡 48,🟢 6 sat,0 V,SCO-5.08,SIM,QR 26,-,No,🔴 >10 min,,59.359877,40.682790,,3 месяца,0-100 (100%),Вологда [ИП Абрамов] [+],1010040815022305,,8970199220443583563,Оранжевый,Мягкий,,2024-09-06 23:40:24,❌ No,No
48,Экоскат Кашалот,100 %,Нет,Нет,1️⃣,0 км/ч,🟡 44,🔴 0 sat,0 V,SCO-5.08,SIM,QR 48,-,No,🔴 >10 min,,59.115225,40.348597,,4 месяца,0-100 (100%),Вологда [ИП Абрамов] [+],1010040815021154,,8970199220443583787,Оранжевый,Средний,,2024-09-06 23:40:24,❌ No,No
51,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,0 км/ч,🟡 36,🔴 0 sat,0 V,SCO-5.08,SIM,QR 51,-,No,🔴 >10 min,,59.210400,40.030293,,3 месяца,0-100 (100%),Вологда [ИП Абрамов] [+],1010040815022178,,8970199220443583811,Оранжевый,Средний,,2024-09-06 23:40:24,❌ No,No
230,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,2 км/ч,🟢 56,🔴 0 sat,0 V,,SIM,QR 230,-,Yes,🔴 >10 min,,0,0,,1 год,42-53V,Казань [ИП Мингазева] [+],1010040815021938,,8970199240120337661,,Средний,,2024-09-06 23:40:24,❌ No,No
245,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,0 км/ч,🟢 60,🟢 17 sat,"65,344 V",SCO-5.08,SIM,QR 245,-,Yes,🔴 >10 min,,55.761280,49.207847,Казань | Ометьевский лес,3 месяца,42-53V,Казань [ИП Мингазева] [+],"1,01004E+15",,8970199240120337588,,Мягкий,,2024-09-06 23:40:24,❌ No,No
246,Экоскат Кашалот,0 %,Нет,Нет,1️⃣,0 км/ч,🟢 60,🟢 12 sat,0 V,SCO-5.08,SIM,QR 246,-,Yes,🔴 >10 min,,55.761373,49.207909,Казань | Ометьевский лес,3 месяца,42-53V,Казань [ИП Мингазева] [+],1010040815021969,,8970199240120337638,,Мягкий,,2024-09-06 23:40:24,❌ No,No
247,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,40 км/ч,🟢 60,🟢 10 sat,"65,488 V",SCO-5.08,SIM,QR 247,-,Yes,🔴 >10 min,,55.564081,48.837243,,3 месяца,42-53V,Казань [ИП Мингазева] [+],1010040815021994,,8970199240120337620,,Мягкий,,2024-09-06 23:40:24,❌ No,No
259,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,0 км/ч,🟢 64,🟢 23 sat,"65,488 V",SCO-5.08,SIM,QR 259,-,Yes,🔴 >10 min,,55.761326,49.207874,Казань | Ометьевский лес,3 месяца,42-53V,Казань [ИП Мингазева] [+],"1,01004E+15",,8970199240120337315,Синий,Средний,,2024-09-06 23:40:24,❌ No,No
263,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,0 км/ч,🟢 64,🔴 0 sat,0 V,SCO-5.08,SIM,QR 263,-,Yes,🔴 >10 min,,55.761294,49.208025,Казань | Ометьевский лес,3 месяца,42-53V,Казань [ИП Мингазева] [+],1010040815021934,,8970199240120337356,Малиновый,Средний,,2024-09-06 23:40:24,❌ No,No
265,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,0 км/ч,🟢 60,🟢 7 sat,"65,392 V",SCO-5.08,SIM,QR 265,-,Yes,🔴 >10 min,,55.761365,49.207820,Казань | Ометьевский лес,3 месяца,42-53V,Казань [ИП Мингазева] [+],1010040815021952,,8970199240120337372,Малиновый,Мягкий,,2024-09-06 23:40:24,❌ No,No
271,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,0 км/ч,🟡 44,🟢 13 sat,"65,440 V",SCO-5.08,SIM,QR 271,-,Yes,🔴 >10 min,,55.761515,49.208056,Казань | Ометьевский лес,3 месяца,42-53V,Казань [ИП Мингазева] [+],1010040815021922,,8970199240120337430,Синий,Средний,,2024-09-06 23:40:24,❌ No,No
56,Экоскат Кашалот,53 %,Да,Нет,3️⃣,4 км/ч,🟢 68,🟢 6 sat,"48,309 V",SCO-5.28,SIM,QR 56,на линии,Yes,🟢 <5 min,,55.892856,37.417892,Химки | Парк Дубки,22 часа,42-53V,Химки Парк Дубки [ИП Багно] [+],1010040815021964,,897010260160190242,Малиновый,,,2024-09-06 23:40:24,❌ No,No
321,Экоскат Кашалот,63 %,Да,Нет,1️⃣,0 км/ч,🟢 56,🟢 9 sat,"49,526 V",SCO-5.28,SIM,QR 321,на линии,Yes,🟢 <5 min,,55.894099,37.417830,Химки | Парк Дубки,3 часа,42-53V,Химки Парк Дубки [ИП Багно] [+],1010040815022172,,897010260160190267,,,,2024-09-06 23:40:24,❌ No,No
330,Экоскат Кашалот,59 %,Да,Нет,1️⃣,16 км/ч,🟡 40,🟢 10 sat,"48,989 V",SCO-5.28,SIM,QR 330,на линии,Yes,🟢 <5 min,,55.860272,36.747531,,17 часов,42-53V,Химки Парк Дубки [ИП Багно] [+],1010040815021887,,897010260160190259,,,,2024-09-06 23:40:24,❌ No,No
1968,Экоскат Кашалот,63 %,Да,Нет,1️⃣,0 км/ч,🟢 87,🟢 25 sat,"49,611 V",SCO2-1.63,SIM,QR 1968,на линии,Yes,🟢 <5 min,,55.894173,37.422110,Химки | Парк Дубки,27 минут,42-53V,Химки Парк Дубки [ИП Багно] [+],1010040815024968,,897010287771909512,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
235,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,0 км/ч,🟢 52,🟢 29 sat,0 V,SCO-5.30,SIM,QR 235,ремонт,Yes,🔴 >10 min,,55.356712,86.063190,,1 год,42-53V,Сосновый бор [Агент АО КШ],0,,897010287687522052,Малиновый,Средний,Бройлер,2024-09-06 23:40:24,❌ No,No
239,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,0 км/ч,🟡 44,🟢 13 sat,0 V,SCO-5.28,SIM,QR 239,-,Yes,🔴 >10 min,,59.919282,29.048705,,3 месяца,42-53V,Сосновый бор [Агент АО КШ],1010040815022059,,89701200665312269686,Оранжевый,Мягкий,Бройлер,2024-09-06 23:40:24,❌ No,No
240,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,0 км/ч,🟢 76,🔴 0 sat,0 V,SCO-5.28,SIM,QR 240,-,Yes,🔴 >10 min,,59.900767,29.085907,,3 месяца,42-53V,Сосновый бор [Агент АО КШ],1010040815022327,,897010287687521443,Малиновый,Мягкий,Бройлер,2024-09-06 23:40:24,❌ No,No
